OrderID,OrderDate,CustomerID,CustomerName,Region,Category,Product,Quantity,UnitPrice,SalesRep,PaymentMethod,CustomerSegment
ORD100704,20-Feb-2025,CUST1284,Aditya Sharma,east,Office Supplies,Whiteboard,4.0,39.1,A. Sharma,Wallet,New
ORD100734,2025-09-20,CUST1314,Arjun Patel, East,Software,Cloud Backup Plan,5.0,225.82,M. Gupta,Debit Card,New
ORD101367,2025-02-06,CUST1107,RIYA KHAN,East,Office Supplies,Whiteboard,1.0,265.59,M. Gupta,Credit Card,New
ORD100068,07-29-2025,CUST1068,  Diya Agarwal  ,North,Software,Antivirus License,1.0,189.58,N. Joshi,Credit Card,Returning
ORD101544,05-13-2024,CUST1284,  Kavya Verma  ,WEST,Office Supplies,Sticky Notes,1.0,441.31,N. Joshi,UPI,Returning
ORD100130,08-Sep-2024,CUST1130,Reyansh Patel, East,Furniture,Standing Desk,3.0,121.74,S. Khan,UPI,New
ORD101011,05/07/2025,CUST1171,Saanvi Kumar,south,Office Supplies,Whiteboard,4.0,315.84,M. Gupta,Net Banking,New
ORD101303,03-Jan-2024,CUST1043,Aditya Khan, East,Office Supplies,Notebook Pack,4.0,188.8,S. Khan,Debit Card,Returning
ORD100300,02/09/2025,CUST1300,Navya Kumar,South,Electronics,Webcam HD,2.0,311.82,M. Gupta,Wallet,Returning
ORD100504,10-May-2024,CUST1084,Pari Agarwal,east,Office Supplies,Pen Set,1.0,141.2,R. Verma,UPI,New
ORD101351,21-Jan-2025,CUST1091,Vivaan Khan,East,Furniture,Bookshelf,,444.63,N. Joshi,Debit Card,Returning
ORD100829,31/01/2025,CUST1409,Aditya Singh, East,Electronics,Mechanical Keyboard,4.0,27.39,S. Khan,Debit Card,Returning
ORD100450,27-Feb-2025,CUST1030,Myra Sharma,SOUTH,Electronics,Webcam HD,4.0,245.85,A. Sharma,UPI,New
ORD101479,01-31-2025,CUST1219,Vihaan Agarwal,East,Electronics,USB-C Hub,5.0,251.73,M. Gupta,Net Banking,Returning
ORD100240,2025-10-03,CUST1240,Arjun Malhotra,north,Electronics,USB-C Hub,1.0,402.31,M. Gupta,UPI,New
ORD100653,21-Oct-2024,CUST1233,Riya Khan,WEST,Software,Cloud Backup Plan,5.0,151.83,P. Iyer,Credit Card,Returning
ORD101551,2024-09-16,CUST1291,Diya Chopra,EAST,Office Supplies,Pen Set,2.0,218.48,P. Iyer,Debit Card,New
ORD101277,2024-04-22,CUST1017,Kavya Khan,East,Electronics,Mechanical Keyboard,2.0,155.86,S. Khan,Credit Card,Returning
ORD100187,2024-10-28,CUST1187,SAI KHAN,West,Software,Project Mgmt Tool,3.0,123.42,R. Verma,Credit Card,New
ORD101126,2024-10-25,CUST1286,KAVYA CHOPRA,WEST,Electronics,Wireless Mouse,2.0,272.43,P. Iyer,Net Banking,New
ORD101192,2025-07-30,CUST1352,Vivaan Verma,WEST,Furniture,Office Chair,1.0,360.95,A. Sharma,UPI,New
ORD101127,02-01-2025,CUST1287,Sai Gupta,East,Software,Antivirus License,2.0,105.38,P. Iyer,Debit Card,New
ORD100765,02-12-2024,CUST1345,Ayaan Chopra,east,Furniture,Standing Desk,1.0,413.14,N. Joshi,Wallet,New
ORD100180,2024-10-14,CUST1180,Ananya Reddy,west,Office Supplies,Notebook Pack,5.0,242.01,A. Sharma,Debit Card,New
ORD100302,12-Feb-2024,CUST1302,Kavya Malhotra,WEST,Software,Cloud Backup Plan,3.0,182.21,N. Joshi,Credit Card,New
ORD100431,06-12-2025,CUST1011,Aadhya Malhotra,West,Office Supplies,Whiteboard,1.0,203.62,A. Sharma,Credit Card,Returning
ORD100283,2025-01-12,CUST1283,Riya Mehta,WEST,Electronics,USB-C Hub,2.0,241.83,R. Verma,Wallet,New
ORD100410,10-14-2024,CUST1410,Vivaan Gupta,south,Electronics,USB-C Hub,4.0,133.05,P. Iyer,Wallet,Returning
ORD101291,28-Jun-2024,CUST1031,VIHAAN KHAN,South,Office Supplies,Pen Set,2.0,305.25,M. Gupta,UPI,New
ORD101075,11-06-2024,CUST1235,Anika Agarwal,West,Electronics,Webcam HD,-2.0,140.82,R. Verma,Net Banking,New
ORD100702,2025-01-14,CUST1282,Pari Nair,NORTH,Office Supplies,Desk Organizer,4.0,252.01,P. Iyer,Debit Card,New
ORD101190,22-Jun-2025,CUST1350,NAVYA SHARMA,West,Electronics,Webcam HD,1.0,311.89,S. Khan,UPI,New
ORD100771,09/03/2024,CUST1351,Vihaan Verma,West,Office Supplies,Notebook Pack,3.0,81.98,N. Joshi,UPI,Returning
ORD100701,24/02/2025,CUST1281,Saanvi Reddy, East,Office Supplies,Notebook Pack,1.0,281.54,M. Gupta,Wallet,Returning
ORD100109,10-20-2025,CUST1109,Diya Nair,WEST,Furniture,Desk Lamp,5.0,92.98,P. Iyer,Net Banking,New
ORD101409,05-01-2024,CUST1149,Pari Kumar,East,Software,Antivirus License,2.0,395.62,R. Verma,Net Banking,New
ORD100122,2024-01-04,CUST1122,Saanvi Joshi,East,Office Supplies,Pen Set,2.0,212.65,R. Verma,Debit Card,Returning
ORD100936,07-13-2024,CUST1096,Vihaan Nair,South,Software,VPN Subscription,3.0,441.37,P. Iyer,UPI,New
ORD101227,11-16-2025,CUST1387,ANIKA SHARMA,NORTH,Furniture,Filing Cabinet,2.0,360.89,R. Verma,Credit Card,Returning
ORD100280,07-08-2025,CUST1280,Anika Gupta,west,Office Supplies,Notebook Pack,5.0,8.32,A. Sharma,Wallet,Returning
ORD101542,17/10/2024,CUST1282,Pari Malhotra,WEST,Furniture,Bookshelf,3.0,277.93,A. Sharma,Net Banking,Returning
ORD100879,2024-06-08,CUST1039,  Riya Mehta  ,East,Furniture,Bookshelf,1.0,429.48,P. Iyer,Debit Card,New
ORD100746,10-09-2024,CUST1326,VIVAAN NAIR,WEST,Software,VPN Subscription,3.0,193.48,A. Sharma,UPI,New
ORD101122,16/06/2024,CUST1282,Aarav Verma, East,Electronics,Webcam HD,2.0,31.04,S. Khan,Net Banking,Returning
ORD101028,16-Aug-2025,CUST1188,Riya Mehta,SOUTH,Software,Cloud Backup Plan,1.0,399.08,P. Iyer,UPI,New
ORD100572,06-19-2025,CUST1152,Aadhya Patel,North ,Software,VPN Subscription,1.0,417.45,R. Verma,Wallet,Returning
ORD101382,04-27-2024,CUST1122,Pari Chopra,NORTH,Software,Cloud Backup Plan,5.0,240.48,R. Verma,Credit Card,Returning
ORD100677,21/01/2024,CUST1257,Aditya Gupta,North,Electronics,Mechanical Keyboard,1.0,104.15,R. Verma,Net Banking,New
ORD101041,16-Jan-2025,CUST1201,Vihaan Chopra,EAST,Furniture,Standing Desk,1.0,148.98,R. Verma,Debit Card,Returning
ORD100885,2024-07-08,CUST1045,AADHYA SHARMA,North ,Furniture,Bookshelf,1.0,419.68,A. Sharma,Net Banking,Returning
ORD101166,04-19-2024,CUST1326,ANIKA SHARMA,south,Office Supplies,Whiteboard,4.0,311.02,A. Sharma,UPI,Returning
ORD100643,07/12/2025,CUST1223,ARJUN CHOPRA,west,Software,Antivirus License,1.0,66.51,P. Iyer,Debit Card,Returning
ORD100484,2024-08-13,CUST1064,Ananya Chopra,North ,Electronics,Wireless Mouse,1.0,328.01,P. Iyer,Wallet,New
ORD101217,02-24-2024,CUST1377,Ananya Chopra,east,Office Supplies,Desk Organizer,4.0,396.39,R. Verma,Credit Card,Returning
ORD100067,04-07-2024,CUST1067,Ananya Chopra,west,Office Supplies,Whiteboard,4.0,146.14,S. Khan,Credit Card,New
ORD100728,2025-06-02,CUST1308,Pari Chopra,West,Office Supplies,Whiteboard,1.0,342.42,N. Joshi,Net Banking,Returning
ORD100637,2024-04-21,CUST1217,RIYA MEHTA,EAST,Electronics,USB-C Hub,5.0,58.03,N. Joshi,UPI,New
ORD100860,05-Apr-2024,CUST1020,Krishna Gupta,south,Furniture,Filing Cabinet,2.0,182.32,R. Verma,UPI,New
ORD100729,2025-04-12,CUST1309,Diya Khan,South,Electronics,Webcam HD,1.0,175.97,P. Iyer,Net Banking,New
ORD100664,2025-03-24,CUST1244,Sai Joshi,North ,Office Supplies,Notebook Pack,1.0,399.39,R. Verma,Wallet,Returning
ORD101556,05-Apr-2024,CUST1296,Ishaan Mehta, East,Software,Antivirus License,5.0,303.67,S. Khan,UPI,New
ORD100674,30/06/2024,CUST1254,Navya Malhotra,North,Furniture,Office Chair,1.0,193.45,A. Sharma,Net Banking,New
ORD100946,06/07/2025,CUST1106,Aadhya Chopra,WEST,Software,Project Mgmt Tool,1.0,382.85,A. Sharma,Net Banking,New
ORD100389,2025-08-20,CUST1389,Pari Sharma,EAST,Electronics,Wireless Mouse,3.0,176.21,A. Sharma,Debit Card,New
ORD100619,23/07/2024,CUST1199,Saanvi Gupta,south,Electronics,27in Monitor,2.0,225.07,S. Khan,Wallet,New
ORD100353,19/01/2025,CUST1353,Vihaan Singh,South,Furniture,Standing Desk,1.0,216.18,M. Gupta,UPI,New
ORD100372,2024-08-17,CUST1372,Pari Kumar, East,Electronics,USB-C Hub,1.0,76.08,A. Sharma,Net Banking,Returning
ORD101132,24/02/2025,CUST1292,Aditya Patel,SOUTH,Furniture,Office Chair,1.0,75.02,S. Khan,Debit Card,Returning
ORD100760,02-Dec-2025,CUST1340,Aditya Verma,WEST,Electronics,USB-C Hub,4.0,176.53,P. Iyer,Net Banking,New
ORD100318,03-30-2024,CUST1318,ISHAAN MALHOTRA,west,Electronics,Wireless Mouse,5.0,401.02,A. Sharma,Wallet,Returning
ORD100229,10-02-2025,CUST1229,  Arjun Malhotra  ,WEST,Office Supplies,Notebook Pack,5.0,357.14,M. Gupta,Debit Card,New
ORD100650,03-16-2024,CUST1230,Kavya Nair,SOUTH,Furniture,Bookshelf,1.0,199.55,M. Gupta,Credit Card,New
ORD100790,2024-08-30,CUST1370,Aditya Gupta,north,Electronics,Mechanical Keyboard,-1.0,12.26,M. Gupta,Credit Card,New
ORD100972,17/07/2025,CUST1132,Pari Verma,South,Software,Cloud Backup Plan,2.0,404.34,M. Gupta,Wallet,New
ORD100132,15-Oct-2025,CUST1132,  Reyansh Joshi  ,South,Office Supplies,Notebook Pack,5.0,,N. Joshi,Net Banking,Returning
ORD101402,08-25-2024,CUST1142,Vivaan Agarwal,SOUTH,Furniture,Desk Lamp,2.0,103.23,R. Verma,Net Banking,New
ORD100720,02-27-2024,CUST1300,  Krishna Reddy  ,North ,Software,Project Mgmt Tool,2.0,245.75,N. Joshi,Credit Card,Returning
ORD101343,04-Oct-2024,CUST1083,Pari Reddy, East,Furniture,Filing Cabinet,1.0,340.84,P. Iyer,Wallet,Returning
ORD100518,06-19-2025,CUST1098,Kavya Gupta,East,Furniture,Desk Lamp,2.0,312.07,R. Verma,Net Banking,New
ORD100224,12-19-2025,CUST1224,Navya Mehta,West,Office Supplies,Whiteboard,2.0,96.79,N. Joshi,Debit Card,New
ORD101393,2025-10-16,CUST1133,Saanvi Gupta,East,Furniture,Filing Cabinet,4.0,192.09,R. Verma,Debit Card,Returning
ORD100800,10-15-2024,CUST1380,Aadhya Reddy,south,Furniture,Desk Lamp,3.0,364.75,A. Sharma,Credit Card,Returning
ORD100603,10-09-2024,CUST1183,Diya Malhotra,WEST,Office Supplies,Sticky Notes,2.0,26.17,S. Khan,UPI,Returning
ORD101102,01-Jul-2025,CUST1262,Kavya Patel,WEST,Software,Antivirus License,4.0,163.77,N. Joshi,Wallet,Returning
ORD100125,28-Jun-2024,CUST1125,ISHAAN KUMAR,east,Office Supplies,Whiteboard,5.0,28.72,M. Gupta,Net Banking,Returning
ORD100553,2024-04-22,CUST1133,Aarav Patel,south,Electronics,Mechanical Keyboard,3.0,167.5,S. Khan,Debit Card,Returning
ORD101178,01-23-2025,CUST1338,Diya Patel,West,Software,Project Mgmt Tool,2.0,181.66,M. Gupta,Debit Card,Returning
ORD101002,03-Jun-2024,CUST1162,Navya Nair,WEST,Furniture,Standing Desk,4.0,263.74,N. Joshi,Credit Card,Returning
ORD100833,04-25-2024,CUST1413,AARAV PATEL,south,Office Supplies,Whiteboard,1.0,142.08,S. Khan,Debit Card,New
ORD101047,2025-02-27,CUST1207,Krishna Kumar,west,Office Supplies,Pen Set,1.0,440.01,R. Verma,Credit Card,New
ORD101455,01-29-2024,CUST1195,MYRA CHOPRA,South,Software,Antivirus License,2.0,173.72,P. Iyer,UPI,Returning
ORD100386,2025-09-28,CUST1386,Saanvi Reddy,WEST,Electronics,Mechanical Keyboard,1.0,300.2,P. Iyer,UPI,Returning
ORD100289,01/08/2025,CUST1289,Vivaan Kumar,SOUTH,Electronics,27in Monitor,3.0,230.06,S. Khan,UPI,New
ORD101020,18/03/2024,CUST1180,Krishna Chopra, East,Office Supplies,Whiteboard,1.0,414.43,S. Khan,Net Banking,New
ORD100985,05/01/2025,CUST1145,Arjun Khan,East,Office Supplies,Notebook Pack,5.0,110.02,A. Sharma,UPI,New
ORD100974,2024-06-14,CUST1134,Aarav Gupta,north,Software,VPN Subscription,3.0,116.95,S. Khan,Credit Card,New
ORD100053,2025-12-21,CUST1053,Aditya Iyer,north,Furniture,Standing Desk,,81.53,A. Sharma,Net Banking,Returning
ORD100663,08-29-2024,CUST1243,Myra Joshi,NORTH,Office Supplies,Pen Set,5.0,321.32,A. Sharma,Credit Card,Returning
ORD101082,02/09/2025,CUST1242,Aditya Chopra,NORTH,Furniture,Desk Lamp,3.0,355.65,S. Khan,Debit Card,New
ORD101159,10-21-2024,CUST1319,Aarav Khan,SOUTH,Office Supplies,Sticky Notes,3.0,104.43,A. Sharma,Credit Card,New
ORD101121,08-18-2025,CUST1281,Aditya Malhotra,EAST,Office Supplies,Notebook Pack,-5.0,83.42,R. Verma,Credit Card,New
ORD100883,2024-04-08,CUST1043,Aarav Patel,NORTH,Furniture,Filing Cabinet,1.0,217.26,A. Sharma,Wallet,New
ORD100040,14/12/2024,CUST1040,Aarav Reddy,east,Software,Antivirus License,1.0,119.6,S. Khan,Credit Card,New
ORD101320,09-25-2024,CUST1060,  Aarav Gupta  ,north,Electronics,Mechanical Keyboard,1.0,312.34,S. Khan,Wallet,Returning
ORD101015,01-15-2024,CUST1175,Vivaan Patel,west,Software,VPN Subscription,3.0,195.23,A. Sharma,Wallet,Returning
ORD100083,04-17-2025,CUST1083,Diya Nair,south,Software,Project Mgmt Tool,4.0,230.28,M. Gupta,Debit Card,Returning
ORD100837,11-Nov-2024,CUST1417,Ananya Kumar, East,Furniture,Filing Cabinet,5.0,178.65,N. Joshi,Wallet,New
ORD101288,08-Jun-2024,CUST1028,Vivaan Verma,East,Office Supplies,Whiteboard,2.0,26.8,M. Gupta,Credit Card,New
ORD101123,07/09/2025,CUST1283,KRISHNA IYER,North ,Software,Cloud Backup Plan,2.0,30.12,S. Khan,Debit Card,Returning
ORD101034,2025-12-06,CUST1194,Saanvi Khan,EAST,Furniture,Desk Lamp,4.0,199.32,A. Sharma,Credit Card,Returning
ORD100513,06-11-2025,CUST1093,Myra Gupta,South,Electronics,USB-C Hub,4.0,436.62,R. Verma,UPI,Returning
ORD101049,12-Jul-2025,CUST1209,AADHYA JOSHI,east,Furniture,Standing Desk,1.0,337.44,N. Joshi,Net Banking,Returning
ORD101354,05-12-2024,CUST1094,SAI SINGH,WEST,Furniture,Desk Lamp,4.0,315.78,R. Verma,Debit Card,New
ORD101115,30/10/2024,CUST1275,Riya Joshi,South,Electronics,Mechanical Keyboard,2.0,374.34,R. Verma,Debit Card,Returning
ORD100955,16-Apr-2025,CUST1115,Krishna Kumar,east,Furniture,Bookshelf,2.0,70.04,R. Verma,Debit Card,Returning
ORD101120,13/03/2025,CUST1280,Diya Malhotra,North,Software,VPN Subscription,5.0,277.48,N. Joshi,Credit Card,New
ORD101095,02/12/2025,CUST1255,Pari Gupta,east,Furniture,Desk Lamp,1.0,332.54,M. Gupta,Net Banking,New
ORD101477,2025-10-18,CUST1217,Saanvi Chopra,south,Software,Antivirus License,5.0,136.81,A. Sharma,Debit Card,Returning
ORD100048,26-Apr-2024,CUST1048,Aadhya Verma,south,Electronics,Webcam HD,1.0,294.29,N. Joshi,Net Banking,Returning
ORD100902,2024-04-09,CUST1062,  Kavya Joshi  ,WEST,Furniture,Bookshelf,2.0,93.1,R. Verma,Debit Card,New
ORD100467,06-05-2025,CUST1047,Anika Iyer,North ,Electronics,Mechanical Keyboard,5.0,237.35,S. Khan,UPI,Returning
ORD100153,2025-03-11,CUST1153,Vivaan Agarwal,NORTH,Furniture,Desk Lamp,2.0,139.59,A. Sharma,UPI,New
ORD100394,04-23-2025,CUST1394,Myra Singh,South,Office Supplies,Pen Set,4.0,421.11,S. Khan,Debit Card,New
ORD100123,17/01/2024,CUST1123,Vihaan Sharma,east,Furniture,Standing Desk,2.0,37.74,A. Sharma,Debit Card,New
ORD100355,23/06/2024,CUST1355,Sai Agarwal,east,Furniture,Desk Lamp,1.0,189.97,S. Khan,UPI,Returning
ORD100134,2025-10-14,CUST1134,Saanvi Iyer,East,Electronics,Wireless Mouse,1.0,44.55,A. Sharma,Wallet,New
ORD100268,02-03-2025,CUST1268,Krishna Reddy,North ,Electronics,Wireless Mouse,2.0,117.35,R. Verma,Credit Card,New
ORD100385,2024-04-20,CUST1385,Myra Joshi,west,Software,VPN Subscription,2.0,,N. Joshi,Credit Card,New
ORD100220,04-10-2025,CUST1220,DIYA CHOPRA,SOUTH,Software,Cloud Backup Plan,5.0,324.76,N. Joshi,Debit Card,New
ORD100041,02/09/2025,CUST1041,Ayaan Verma,South,Furniture,Office Chair,4.0,207.13,P. Iyer,Wallet,New
ORD100219,2024-01-19,CUST1219,Ananya Verma,West,Software,VPN Subscription,,190.25,M. Gupta,Wallet,Returning
ORD101005,15/11/2024,CUST1165,NAVYA IYER,WEST,Office Supplies,Sticky Notes,1.0,204.22,R. Verma,Net Banking,New
ORD100930,2025-12-25,CUST1090,Vivaan Joshi,WEST,Electronics,Webcam HD,,134.31,P. Iyer,Wallet,New
ORD101145,2025-07-05,CUST1305,PARI GUPTA,North,Software,Cloud Backup Plan,2.0,117.33,S. Khan,Credit Card,Returning
ORD100541,30/06/2025,CUST1121,KRISHNA JOSHI,EAST,Office Supplies,Sticky Notes,2.0,25.28,P. Iyer,Credit Card,New
ORD100700,17-Feb-2025,CUST1280,Ananya Joshi,EAST,Furniture,Office Chair,5.0,134.54,S. Khan,Net Banking,New
ORD101323,06-20-2024,CUST1063,Ananya Iyer,east,Furniture,Bookshelf,1.0,62.52,S. Khan,Credit Card,New
ORD100970,07-Jun-2025,CUST1130,Pari Sharma,West,Software,Project Mgmt Tool,4.0,405.65,M. Gupta,Debit Card,Returning
ORD101420,2025-07-26,CUST1160,Saanvi Singh,South,Office Supplies,Notebook Pack,2.0,213.38,R. Verma,Wallet,Returning
ORD100742,24/02/2025,CUST1322,  Navya Reddy  ,NORTH,Furniture,Standing Desk,1.0,220.57,R. Verma,UPI,New
ORD100866,2024-03-25,CUST1026,Ananya Reddy,south,Office Supplies,Pen Set,1.0,74.32,N. Joshi,Debit Card,New
ORD101046,12-16-2025,CUST1206,Pari Agarwal,west,Electronics,Webcam HD,2.0,366.34,M. Gupta,Wallet,New
ORD100758,07-05-2025,CUST1338,Arjun Iyer,East,Software,VPN Subscription,3.0,110.79,M. Gupta,Wallet,Returning
ORD101271,21/05/2025,CUST1011,Anika Joshi,west,Furniture,Office Chair,1.0,140.5,R. Verma,UPI,Returning
ORD101307,06-Jan-2024,CUST1047,Ayaan Patel,WEST,Software,Project Mgmt Tool,4.0,150.04,N. Joshi,Credit Card,Returning
ORD101438,03-Oct-2025,CUST1178,Arjun Kumar,SOUTH,Electronics,Mechanical Keyboard,4.0,278.77,N. Joshi,Net Banking,New
ORD101517,21-Feb-2024,CUST1257,AYAAN KUMAR,North ,Furniture,Desk Lamp,1.0,263.92,R. Verma,Net Banking,Returning
ORD101467,01-Jun-2025,CUST1207,Krishna Iyer, East,Software,Antivirus License,4.0,385.05,R. Verma,Credit Card,Returning
ORD100635,2025-02-22,CUST1215,Diya Khan,West,Software,Antivirus License,1.0,130.19,R. Verma,Net Banking,Returning
ORD101554,2025-11-30,CUST1294,  Arjun Iyer  ,south,Office Supplies,Desk Organizer,-1.0,123.02,A. Sharma,Credit Card,New
ORD100336,27-Aug-2024,CUST1336,Myra Mehta,west,Software,Cloud Backup Plan,4.0,,S. Khan,UPI,Returning
ORD100232,2025-07-04,CUST1232,ANANYA JOSHI,West,Furniture,Standing Desk,1.0,101.17,A. Sharma,Debit Card,Returning
ORD100652,24/01/2025,CUST1232,Sai Sharma,West,Software,Project Mgmt Tool,3.0,222.03,R. Verma,Net Banking,Returning
ORD100797,09/10/2025,CUST1377,Aarav Chopra,SOUTH,Software,VPN Subscription,4.0,169.64,R. Verma,Wallet,New
ORD100468,09/02/2025,CUST1048,Ayaan Malhotra, East,Electronics,Mechanical Keyboard,2.0,195.86,P. Iyer,Wallet,New
ORD100725,26-Nov-2024,CUST1305,  Navya Chopra  ,WEST,Furniture,Office Chair,1.0,122.41,S. Khan,Debit Card,Returning
ORD100735,08-19-2024,CUST1315,Saanvi Kumar,SOUTH,Electronics,Wireless Mouse,1.0,330.67,M. Gupta,Wallet,Returning
ORD101395,04-15-2024,CUST1135,Saanvi Khan,South,Furniture,Standing Desk,5.0,44.15,S. Khan,Debit Card,New
ORD100205,2025-09-27,CUST1205,Myra Sharma,EAST,Software,Antivirus License,5.0,401.13,P. Iyer,UPI,New
ORD100003,07/09/2024,CUST1003,Aditya Reddy,EAST,Office Supplies,Sticky Notes,5.0,175.72,N. Joshi,Net Banking,New
ORD100584,08-03-2025,CUST1164,Navya Verma,west,Furniture,Bookshelf,3.0,404.87,M. Gupta,Net Banking,Returning
ORD100593,29/01/2025,CUST1173,Reyansh Sharma,North,Software,Antivirus License,5.0,54.2,P. Iyer,Net Banking,Returning
ORD100961,02-06-2024,CUST1121,Vihaan Kumar,North,Furniture,Standing Desk,1.0,209.83,M. Gupta,Wallet,Returning
ORD101487,06-04-2025,CUST1227,  Myra Patel  ,South,Electronics,27in Monitor,2.0,78.31,M. Gupta,Debit Card,Returning
ORD100953,22-Mar-2025,CUST1113,Riya Gupta,WEST,Software,VPN Subscription,1.0,377.97,N. Joshi,Credit Card,Returning
ORD100869,12-Dec-2025,CUST1029,Vivaan Iyer,WEST,Office Supplies,Sticky Notes,5.0,166.57,S. Khan,UPI,New
ORD101337,16/03/2025,CUST1077,Diya Reddy,west,Software,Project Mgmt Tool,1.0,380.5,N. Joshi,Net Banking,Returning
ORD101168,18/01/2024,CUST1328,Navya Joshi,North,Electronics,Webcam HD,3.0,80.37,M. Gupta,Net Banking,Returning
ORD101269,03-21-2025,CUST1009,Navya Kumar,south,Electronics,Wireless Mouse,1.0,422.9,P. Iyer,Credit Card,New
ORD101103,11-19-2025,CUST1263,Ananya Kumar,South,Electronics,27in Monitor,1.0,111.06,P. Iyer,Credit Card,Returning
ORD100656,2024-12-27,CUST1236,Saanvi Verma,SOUTH,Electronics,Wireless Mouse,1.0,237.24,M. Gupta,UPI,New
ORD100715,22/05/2025,CUST1295,Aarav Patel,West,Office Supplies,Whiteboard,1.0,36.98,S. Khan,Net Banking,New
ORD101013,02-Sep-2025,CUST1173,Aadhya Nair,North,Software,Antivirus License,2.0,194.19,A. Sharma,Wallet,Returning
ORD101199,2025-07-24,CUST1359,Anika Mehta, East,Furniture,Office Chair,1.0,260.77,A. Sharma,UPI,Returning
ORD100157,11/12/2024,CUST1157,Reyansh Khan,North ,Office Supplies,Whiteboard,5.0,356.43,N. Joshi,UPI,New
ORD101062,23-Jul-2025,CUST1222,Ayaan Sharma,WEST,Electronics,USB-C Hub,2.0,115.4,S. Khan,UPI,New
ORD100462,22/05/2025,CUST1042,Vihaan Khan, East,Furniture,Standing Desk,1.0,290.34,S. Khan,Net Banking,Returning
ORD100160,2024-04-14,CUST1160,Aditya Singh,WEST,Office Supplies,Whiteboard,3.0,170.46,R. Verma,Debit Card,New
ORD100305,29/12/2025,CUST1305,Kavya Verma,north,Software,Project Mgmt Tool,1.0,48.31,N. Joshi,UPI,New
ORD100547,06-16-2024,CUST1127,Myra Agarwal,East,Office Supplies,Desk Organizer,3.0,219.68,M. Gupta,Credit Card,New
ORD100395,11/10/2025,CUST1395,Aadhya Patel,SOUTH,Furniture,Filing Cabinet,4.0,125.99,R. Verma,UPI,New
ORD100399,09-09-2024,CUST1399,Vihaan Patel,East,Software,Cloud Backup Plan,1.0,,M. Gupta,Credit Card,New
ORD101242,11/04/2025,CUST1402,Reyansh Chopra,east,Office Supplies,Whiteboard,1.0,34.36,A. Sharma,Credit Card,New
ORD100693,13-Apr-2024,CUST1273,Vivaan Gupta,North,Furniture,Bookshelf,1.0,157.3,R. Verma,Net Banking,New
ORD101203,04-Apr-2024,CUST1363,  Vihaan Iyer  ,North,Electronics,USB-C Hub,1.0,370.62,N. Joshi,Wallet,Returning
ORD101355,18-Jun-2024,CUST1095,Riya Iyer,south,Electronics,USB-C Hub,4.0,378.68,S. Khan,Debit Card,New
ORD101253,16/07/2024,CUST1413,Reyansh Reddy,north,Software,Cloud Backup Plan,2.0,383.61,A. Sharma,Wallet,New
ORD100876,2024-09-28,CUST1036,Ayaan Nair,west,Furniture,Office Chair,2.0,25.92,S. Khan,Credit Card,New
ORD100062,04-11-2024,CUST1062,Kavya Khan,East,Furniture,Standing Desk,3.0,34.76,S. Khan,Credit Card,New
ORD100956,2024-09-23,CUST1116,PARI MALHOTRA,West,Office Supplies,Pen Set,3.0,90.48,R. Verma,Net Banking,Returning
ORD100457,04-Feb-2024,CUST1037,  PARI VERMA  ,North ,Electronics,27in Monitor,3.0,401.42,S. Khan,Credit Card,Returning
ORD101386,2025-02-17,CUST1126,Krishna Gupta,SOUTH,Electronics,USB-C Hub,1.0,89.63,P. Iyer,Net Banking,New
ORD100478,12-21-2024,CUST1058,Aditya Kumar,west,Software,Antivirus License,4.0,278.96,M. Gupta,UPI,Returning
ORD100716,2025-04-28,CUST1296,Ishaan Joshi,South,Office Supplies,Desk Organizer,2.0,417.98,R. Verma,UPI,New
ORD101205,2024-03-25,CUST1365,Vihaan Mehta,South,Software,Antivirus License,1.0,148.71,P. Iyer,Net Banking,New
ORD101496,01-Nov-2025,CUST1236,Aarav Joshi,East,Office Supplies,Whiteboard,4.0,78.62,R. Verma,Credit Card,Returning
ORD101579,01/07/2025,CUST1319,Sai Patel, East,Office Supplies,Pen Set,1.0,,A. Sharma,Wallet,New
ORD101149,02-19-2025,CUST1309,Diya Nair, East,Furniture,Desk Lamp,1.0,429.49,P. Iyer,Credit Card,Returning
ORD101314,28/11/2025,CUST1054,Ishaan Chopra,North,Electronics,Webcam HD,4.0,175.33,M. Gupta,Credit Card,Returning
ORD100347,05/03/2024,CUST1347,Vihaan Khan,SOUTH,Electronics,Wireless Mouse,4.0,157.11,A. Sharma,Wallet,New
ORD101180,27/11/2024,CUST1340,Vihaan Reddy,North ,Electronics,Wireless Mouse,3.0,244.65,P. Iyer,Credit Card,Returning
ORD100446,10/10/2025,CUST1026,  RIYA IYER  ,East,Furniture,Filing Cabinet,1.0,126.97,M. Gupta,Debit Card,Returning
ORD101448,11-Sep-2025,CUST1188,Anika Gupta,west,Software,Antivirus License,5.0,327.91,P. Iyer,Net Banking,Returning
ORD100379,2025-11-14,CUST1379,  Vihaan Malhotra  ,North,Electronics,27in Monitor,1.0,353.81,R. Verma,Net Banking,New
ORD100564,14-Feb-2025,CUST1144,PARI KHAN, East,Office Supplies,Notebook Pack,1.0,202.85,A. Sharma,UPI,Returning
ORD101401,2024-04-23,CUST1141,Riya Singh,west,Electronics,27in Monitor,1.0,430.52,A. Sharma,Credit Card,Returning
